LinReg:ID,chromosome,MAPINFO,p-values,q-values,intercept,V1,V2,beta,statistic,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island
cg14891448,X,109003627,0.09031439,0.999998927116394,2.5919173,-0.0046553807,-0.6961234,-2.3713078,-1.841982,nan,nan
cg20769477,2,133897532,0.09035024,0.999998927116394,1.4253993,0.0039603473,-0.27831084,-2.2676427,-1.8417506,MIR7853;NCKAP5,nan
cg23107222,4,175344985,0.09035987,0.999998927116394,2.0319798,-0.031345263,-0.8518701,10.471368,1.8416884,MIR4276,nan
cg17171127,11,130248270,0.09037345,0.999998927116394,-0.94998413,0.032639325,0.6367137,-2.0396764,-1.8416008,nan,nan
cg14383760,17,29231133,0.090374835,0.999998927116394,-7.26158,0.009253006,0.4796203,8.050487,1.8415918,C17orf42,N_Shelf
cg10872106,17,26349590,0.09039653,0.999998927116394,4.3944526,-0.018198898,-0.23845324,-3.4103198,-1.8414519,nan,nan
cg07126235,6,43192225,0.09039971,0.999998927116394,-5.274289,0.10732794,1.5348401,-5.4720316,-1.8414314,CUL9,nan
cg15603614,12,34001319,0.09040166,0.999998927116394,-2.038682,-0.046475314,-0.5717569,12.962296,1.8414189,nan,nan
cg04557953,11,107799086,0.09041201,0.999998927116394,-0.13242114,0.028781336,0.6071541,-10.45954,-1.841352,RAB39,Island
cg09440559,1,16576546,0.09042579,0.999998927116394,4.5086737,-0.08240851,-0.9185269,15.605305,1.8412632,FBXO42,nan
cg12109019,16,8732980,0.09042656,0.999998927116394,-10.323126,0.01715092,0.45063028,10.572622,1.8412582,METTL22,nan
cg16785524,16,89396627,0.09044171,0.999998927116394,5.218871,-0.046498515,-2.3117235,-3.154178,-1.8411605,ANKRD11,nan
cg13580027,10,134972063,0.09048083,0.999998927116394,0.6819838,0.014854067,0.52262247,-4.8244014,-1.8409083,nan,N_Shore
cg00419228,12,4429866,0.090491414,0.999998927116394,0.8617384,0.03209067,0.9573747,-16.182035,-1.8408401,C12orf5,N_Shore
cg07042077,5,75014259,0.09049515,0.999998927116394,-6.652526,0.024646198,0.6708328,6.16573,1.840816,C5orf37,S_Shore
cg20638386,12,31164508,0.09050394,0.999998927116394,2.4330044,0.043235566,0.84224355,-5.581926,-1.8407594,nan,nan
cg04617918,7,130758354,0.090507,0.999998927116394,-6.2375946,0.028639233,0.5229568,5.909273,1.8407396,LINC-PINT,nan
cg24090054,2,233630055,0.09053454,0.999998927116394,5.163581,0.026723107,0.35831788,-7.0475883,-1.8405622,GIGYF2,nan
cg12603650,13,60968314,0.0905387,0.999998927116394,5.2886276,-0.023088204,-0.5653764,-7.046775,-1.8405354,nan,N_Shelf
cg00317754,1,245257993,0.09055938,0.999998927116394,-7.179434,0.025512943,0.6613743,7.289327,1.8404022,EFCAB2,nan
cg11591809,14,78059873,0.09056553,0.999998927116394,-0.053132366,0.017667083,-0.12994795,-2.3770816,-1.8403625,SPTLC2,nan
cg14016587,19,40433779,0.090579204,0.999998927116394,-10.895758,-0.003128091,0.3449975,12.883947,1.8402745,FCGBP,S_Shelf
cg12434856,4,26483643,0.09058184,0.999998927116394,-11.243326,0.027178276,0.8754265,11.159778,1.8402575,CCKAR,nan
cg13013975,7,98581010,0.0905904,0.999998927116394,-11.622001,0.019107694,0.58189803,12.179293,1.8402025,TRRAP,S_Shore
cg18365536,6,32027603,0.09061119,0.999998927116394,-1.8831855,-0.01792639,-0.18035254,4.677068,1.8400686,TNXB,nan
cg00690979,9,35755286,0.09061628,0.999998927116394,-10.448388,0.027724674,8.82438,10.296914,1.8400358,MSMP,N_Shore
cg11995041,16,78179532,0.0906169,0.999998927116394,-2.3076553,-0.026198883,-0.3230826,6.822729,1.8400319,WWOX,nan
cg01906709,3,192636189,0.09062055,0.999998927116394,-0.37775135,7.853757e-06,-0.10780979,11.826357,1.8400084,C3orf59,S_Shore
cg21745110,11,19798742,0.09062134,0.999998927116394,-0.06870946,-0.0039743325,0.28376225,13.625281,1.8400033,NAV2,Island
cg19249749,1,223853145,0.09062199,0.999998927116394,-10.694484,0.050486457,1.2135642,9.273087,1.8399991,CAPN8,nan
cg01485627,14,86089263,0.09063311,0.999998927116394,-13.392954,0.046311084,1.2982998,12.021974,1.8399274,FLRT2,nan
cg23012383,12,49885049,0.09063974,0.999998927116394,9.109523,-0.07659563,-1.379075,-4.936767,-1.8398849,SPATS2,nan
cg17802220,15,77601643,0.090645224,0.999998927116394,-13.237144,0.16702662,1.6369009,4.89865,1.8398495,nan,nan
cg23142071,7,17533289,0.090654,0.999998927116394,5.090405,0.003019099,0.08162397,-6.4826474,-1.8397931,LOC101927630,nan
cg00545681,1,95007593,0.0906559,0.999998927116394,2.2542877,-0.014618705,0.07749686,-12.098705,-1.8397808,F3,Island
cg17308096,12,123626281,0.09065607,0.999998927116394,2.6222088,-0.011839659,-0.7799635,-12.623939,-1.8397797,nan,nan
cg03028236,15,65669811,0.09065673,0.999998927116394,-1.4102008,0.013485,0.26101625,6.1582065,1.8397754,IGDCC3,Island
cg03604327,1,93033105,0.09065727,0.999998927116394,-8.061399,-0.0039075525,0.24590085,10.06392,1.839772,EVI5,nan
cg26432715,2,54889966,0.09066605,0.999998927116394,-8.869906,0.016811753,0.69366485,9.360587,1.8397155,SPTBN1,nan
cg25133156,2,61065724,0.09066687,0.999998927116394,-1.2650362,0.041642558,0.59338456,-1.6437669,-1.8397102,nan,nan
cg06797543,20,29608500,0.09072326,0.999998927116394,-0.9202771,-0.04484346,-0.7695452,12.37023,1.8393475,nan,N_Shelf
cg10254035,6,21741635,0.09072595,0.999998927116394,3.713227,-0.04463008,-0.44906446,-1.0935978,-1.8393302,FLJ22536,nan
cg16409722,2,74880073,0.090730354,0.999998927116394,-1.4863737,-0.0435875,-0.5415746,6.317635,1.839302,SEMA4F,N_Shore
cg15029138,22,44323677,0.09074838,0.999998927116394,-8.11587,0.061995987,1.7919544,6.0262423,1.8391861,PNPLA3,S_Shelf
cg03867037,4,1234817,0.09075141,0.999998927116394,-9.45884,0.036253735,0.9034509,8.800937,1.8391665,CTBP1,S_Shore
cg05614378,5,7886711,0.0907578,0.999998927116394,-9.441256,0.12515612,2.1708217,2.984308,1.8391255,MTRR,nan
cg13474899,2,136706070,0.090765,0.999998927116394,-6.234794,0.034214206,0.8341446,5.653411,1.8390793,DARS,nan
cg22842717,12,57939823,0.090781786,0.999998927116394,6.150174,0.12234613,2.7121973,-15.461613,-1.8389713,DCTN2,N_Shore
cg22954146,1,20835272,0.09078919,0.999998927116394,-2.8527138,0.0114905145,0.2430435,3.4769223,1.8389237,MUL1,S_Shore
cg19460617,3,99149822,0.09079326,0.999998927116394,-4.7186832,0.003298372,0.16385876,5.605448,1.8388976,nan,nan
cg18660689,1,39444389,0.09081123,0.999998927116394,-4.9370613,0.0011848605,0.6365509,8.386049,1.8387821,nan,nan
cg04767758,14,104784005,0.09081255,0.999998927116394,-3.2817218,-0.03274831,-0.98327297,7.749707,1.8387736,nan,nan
cg08228600,11,120911604,0.09082983,0.999998927116394,0.114697255,0.038273092,0.71247804,-2.5974574,-1.8386626,TBCEL,nan
cg09957979,11,9874254,0.09083139,0.999998927116394,2.6565497,-0.018429963,-0.9304345,-1.4433336,-1.8386526,SBF2;LOC101928008,nan
cg05633190,21,35986746,0.09084237,0.999998927116394,-2.4969375,0.02350313,0.66694075,10.337454,1.838582,RCAN1,Island
cg26840260,8,145995978,0.09084318,0.999998927116394,4.1680207,-0.019825209,-2.3277843,-2.923513,-1.8385769,nan,nan
cg26008533,2,32389741,0.09084369,0.999998927116394,-2.2603848,0.015228206,0.844854,5.640932,1.8385736,SLC30A6,N_Shore
cg24602775,11,5277383,0.09085124,0.999998927116394,-19.179897,0.13440642,1.9874907,13.427748,1.8385252,HBG2,nan
cg10579705,8,22811322,0.09085436,0.999998927116394,1.1097945,-3.2713255e-05,0.45197394,-14.379013,-1.838505,nan,nan
cg05363634,6,2734402,0.09085732,0.999998927116394,-4.9536357,-0.03379093,-0.4911167,8.800111,1.8384861,MYLK4,nan
cg27090679,1,6420963,0.090883285,0.999998927116394,2.886495,-0.007535592,-0.1047121,-2.4726462,-1.8383194,ACOT7,nan
cg14535035,9,135997830,0.09088931,0.999998927116394,-8.838859,0.037955068,1.0547589,8.64795,1.8382807,RALGDS,S_Shore
cg20286113,8,48881306,0.090896636,0.999998927116394,-4.142731,0.0032679408,0.14177279,5.1515937,1.8382337,MCM4,nan
cg04575626,1,14097479,0.09089789,0.999998927116394,0.07584825,0.035379265,1.1381273,-2.8103185,-1.8382256,PRDM2,nan
cg10615811,11,86619012,0.090899706,0.999998927116394,3.3796823,-0.012536102,-0.69339716,-2.3233366,-1.8382139,nan,S_Shore
cg14875375,14,60584547,0.09090122,0.999998927116394,-10.735997,0.022348676,0.67532897,10.73031,1.8382043,PCNXL4,nan
cg17650764,17,46080118,0.0909133,0.999998927116394,3.1819472,-0.033531554,-0.5472827,-10.016945,-1.8381267,nan,nan
cg14817691,15,96582239,0.09093141,0.999998927116394,-7.971188,0.04653861,0.749774,6.543596,1.8380104,nan,nan
cg17227127,6,33254571,0.090950795,0.999998927116394,-5.9259024,0.028306404,0.59867465,5.3486485,1.8378861,WDR46,N_Shore
cg02549846,16,12124190,0.09095448,0.999998927116394,4.6724486,0.01564515,0.30564937,-6.3782306,-1.8378625,SNX29,nan
cg05791230,11,105500880,0.09096162,0.999998927116394,0.5331954,0.01989262,-0.3651497,-3.706989,-1.8378167,GRIA4,nan
cg17928208,13,98091617,0.090965554,0.999998927116394,5.1627917,-0.053911135,-1.1997964,-1.8530962,-1.8377914,RAP2A,nan
cg26541215,4,153548202,0.09097366,0.999998927116394,-0.29117945,0.08887298,1.8923724,-6.132486,-1.8377393,TMEM154,nan
cg11529038,1,204108088,0.090976365,0.999998927116394,5.8278975,-0.027836218,-0.44043365,-4.3671966,-1.8377221,ETNK2,nan
cg05645397,22,30711298,0.09099706,0.999998927116394,11.69261,-0.027828248,-0.43758017,-10.267925,-1.8375893,TBC1D10A,nan
cg20316971,7,120982762,0.09100229,0.999998927116394,1.4303045,0.009038302,-0.10854917,-1.872315,-1.8375558,nan,nan
cg09494293,15,100146819,0.09101412,0.999998927116394,5.320476,-0.039901044,-0.340216,-3.0899096,-1.83748,MEF2A,nan
cg14548192,14,92335675,0.09101456,0.999998927116394,-10.476345,0.06466539,1.6844538,7.8526983,1.8374772,nan,nan
cg26070889,1,92100107,0.091017865,0.999998927116394,3.2663848,0.01354064,-0.075433,-4.4472876,-1.837456,HSP90B3P,nan
cg24303598,5,35884755,0.09102417,0.999998927116394,3.4710262,-0.041549586,1.4057976,-2.7477076,-1.8374156,nan,nan
cg02324676,7,151304655,0.091035366,0.999998927116394,-0.48568946,0.023954729,0.8546778,-4.1463604,-1.8373438,PRKAG2,S_Shelf
cg20734727,2,191362263,0.091038406,0.999998927116394,8.462203,-0.19408621,-4.453064,6.8628325,1.8373243,MFSD6,nan
cg03523835,1,207223119,0.09104195,0.999998927116394,-3.0196912,0.06869163,1.384154,-13.795183,-1.8373015,YOD1,N_Shore
cg07717438,3,98298004,0.0910434,0.999998927116394,2.2688193,0.012276501,-0.7931876,-3.0407205,-1.8372923,nan,nan
cg25463963,19,47214580,0.09106533,0.999998927116394,-10.534119,0.04578732,1.0640095,9.231982,1.8371518,PRKD2,S_Shore
cg19242820,13,31714019,0.091080286,0.999998927116394,7.662027,-0.023162432,-0.66317517,-6.394283,-1.8370559,HSPH1,nan
cg16463215,17,986107,0.091104,0.999998927116394,-0.5916979,0.060520105,-1.3468407,-4.0108876,-1.8369039,ABR,nan
cg00394026,13,113357420,0.0911133,0.999998927116394,-5.4148517,0.040676404,0.96409434,3.9082103,1.8368443,ATP11A,nan
cg21682023,17,8384809,0.091115855,0.999998927116394,-4.467775,-0.0054269033,0.08030403,6.009336,1.836828,MYH10,nan
cg21092526,14,71839064,0.091128126,0.999998927116394,1.2877171,-0.0024012437,-0.541427,-1.6560868,-1.8367494,nan,nan
cg10095968,21,45847903,0.09115331,0.999998927116394,-2.773269,-0.0130987875,-0.15471822,6.2711725,1.8365881,TRPM2,S_Shelf
cg26124791,8,135056816,0.09117117,0.999998927116394,-0.47960547,0.041335236,1.6021608,-3.2390223,-1.8364738,nan,nan
cg23098052,4,77088038,0.091192625,0.999998927116394,-6.7650266,-0.021634664,-0.44524297,9.999423,1.8363365,SCARB2,nan
cg05202460,5,83260152,0.09122486,0.999998927116394,6.5114713,-0.060633402,-2.833751,-3.3126266,-1.8361303,EDIL3,nan
cg06576634,1,28782767,0.09123307,0.999998927116394,2.3872662,-0.014577059,-1.0479248,-2.8109353,-1.8360777,PHACTR4,nan
cg18995103,5,21552508,0.09123338,0.999998927116394,3.3775713,-0.019763399,0.121990494,-5.1476517,-1.8360757,GUSBP1,nan
cg24740902,3,44670372,0.09123662,0.999998927116394,8.475433,-0.0070299674,-0.644084,-8.422868,-1.8360549,ZNF197,S_Shelf
cg00100361,12,110752302,0.09124371,0.999998927116394,-0.9537938,0.030546146,0.10527675,-2.568529,-1.8360096,ATP2A2,nan
cg25425390,12,42763958,0.0912519,0.999998927116394,6.088916,-0.015624341,0.11614353,-5.79131,-1.8359572,PPHLN1,nan
cg08245732,18,66516840,0.09126048,0.999998927116394,8.813703,-0.021141024,-0.56163234,-8.505227,-1.8359023,CCDC102B,nan
cg02504136,16,84698702,0.09126785,0.999998927116394,11.916939,-0.03710136,-0.86153233,-9.854974,-1.8358552,nan,S_Shelf
cg17572212,12,133412166,0.09128054,0.999998927116394,-7.568762,-0.0076482594,0.20352973,9.695306,1.8357741,nan,N_Shore
cg16692004,6,149639107,0.091288105,0.999998927116394,-3.1505408,0.020098884,0.5037394,5.5664034,1.8357257,TAB2,Island
cg18204358,20,49158246,0.09128972,0.999998927116394,13.890126,-0.058554288,-9.871963,-11.056582,-1.8357154,PTPN1,nan
cg02103693,10,64679758,0.09129008,0.999998927116394,0.7648217,0.01790471,-0.18234487,-1.9256886,-1.835713,nan,nan
cg08753778,22,43496326,0.09129569,0.999998927116394,-3.0736892,0.09643088,0.8708315,-4.372965,-1.8356773,nan,nan
cg01655607,16,23464520,0.091307126,0.999998927116394,1.0339819,0.009326138,0.44391015,-11.831789,-1.8356041,COG7,Island
cg19183433,2,180871780,0.09132027,0.999998927116394,1.1677864,-0.020415043,-0.68261117,8.191686,1.83552,CWC22,Island
cg00012397,11,17756435,0.09132438,0.999998927116394,10.126993,-0.13318507,-2.4265296,-8.305342,-1.8354938,KCNC1,Island
cg00663002,5,31982344,0.09133191,0.999998927116394,-3.8823647,-0.03237956,0.044244435,7.596502,1.8354456,PDZD2,nan
cg18684672,1,25571752,0.0913368,0.999998927116394,8.942167,-0.03182317,-0.8878084,-6.8908515,-1.8354144,RSRP1,N_Shore
cg17227763,6,129965800,0.09134592,0.999998927116394,1.0055376,0.0035813395,-0.5699509,-2.2076464,-1.8353561,ARHGAP18,nan
cg00520408,2,134959755,0.09134866,0.999998927116394,12.904912,-0.034747306,-0.838327,-11.932962,-1.8353386,nan,nan
cg08805022,8,129088888,0.09135544,0.999998927116394,-8.083709,0.05593382,1.4174069,6.7502885,1.8352953,PVT1,nan
cg16651792,18,715830,0.0913566,0.999998927116394,2.2317953,-0.019331705,-0.39366573,-6.527229,-1.8352879,nan,S_Shelf
cg09906785,5,64867832,0.09135829,0.999998927116394,-8.015745,0.0024110482,0.1975629,9.366548,1.8352771,PPWD1,nan
cg05815854,16,81957723,0.0913674,0.999998927116394,-0.93326974,-0.017982773,-0.7225416,3.5932462,1.8352189,PLCG2,nan
cg10789922,12,127742446,0.09137924,0.999998927116394,-4.3307858,0.08520216,1.1169703,-5.490152,-1.8351432,nan,nan
cg15367453,2,63287288,0.09138732,0.999998927116394,4.7661824,-0.047452178,-1.1211123,-14.990058,-1.8350916,nan,S_Shore
cg10861005,6,33266368,0.091392554,0.999998927116394,5.424455,-0.038096245,-1.0323023,-9.032827,-1.8350582,RGL2,Island
cg00910521,17,75484950,0.09140357,0.999998927116394,-8.107478,0.027839068,0.3781917,8.349489,1.8349879,SEPT9,nan
cg04571740,17,39122792,0.09141014,0.999998927116394,-11.523465,0.033803128,1.6489565,10.777952,1.8349459,KRT39,nan
cg01243529,3,194223220,0.09141522,0.999998927116394,-10.207707,0.014513761,0.41170132,10.600504,1.8349134,nan,nan
cg12388211,18,43199991,0.09144076,0.999998927116394,-2.488423,-0.015269083,-0.27633744,4.8375273,1.8347504,SLC14A2,nan
cg01404893,16,89043547,0.09144177,0.999998927116394,8.802668,-0.108740985,-2.6106493,-7.5866003,-1.8347439,CBFA2T3,nan
cg11413800,19,12949381,0.09144951,0.999998927116394,2.4696393,-0.054921262,-0.70594996,8.577517,1.8346945,MAST1,Island
cg21486913,19,37046582,0.091450565,0.999998927116394,-4.514719,0.023140434,0.5928857,4.3813534,1.8346877,ZNF529,nan
cg12934184,3,185430309,0.091452114,0.999998927116394,2.096345,-0.020701196,0.3135591,-1.652488,-1.8346778,IGF2BP2;IGF2BP2-AS1,nan
cg01166159,17,7822595,0.09145269,0.999998927116394,-4.013122,0.004076538,0.44865313,8.192076,1.8346742,nan,N_Shelf
cg15689154,6,37137227,0.09146039,0.999998927116394,1.6390675,-0.034218274,-0.7837771,7.356358,1.834625,PIM1,Island
cg21238197,7,7759286,0.09146577,0.999998927116394,3.200723,0.004680823,0.41211295,-3.8325582,-1.8345907,RPA3,nan
cg07762785,19,20277240,0.09146679,0.999998927116394,9.576623,-0.057268724,-1.8291963,-8.715665,-1.8345841,ZNF486,nan
cg03462322,16,126397,0.09146715,0.999998927116394,3.3999572,-0.041830562,0.6404748,-2.7393117,-1.8345819,MPG,N_Shore
cg26635512,8,135709312,0.09146864,0.999998927116394,-7.228853,0.03214653,1.0237758,6.6887293,1.8345723,ZFAT,nan
cg10693631,7,37417039,0.09147426,0.999998927116394,-1.1298918,-0.038777225,-1.8706563,6.4845333,1.8345366,ELMO1,nan
cg09338818,6,145373189,0.09147807,0.999998927116394,-0.053729292,0.03915969,0.66527325,-2.6612363,-1.8345122,nan,nan
cg21521230,6,33288635,0.09148703,0.999998927116394,-0.04104382,0.019901378,0.549092,-1.5774528,-1.834455,DAXX,N_Shore
cg13159823,2,240062056,0.091487415,0.999998927116394,-8.256575,0.033673048,0.82353014,7.771092,1.8344525,HDAC4,S_Shore
cg12371569,12,13278271,0.09148941,0.999998927116394,-2.1882694,0.05666144,0.42787465,-11.78531,-1.8344398,nan,nan
cg18015194,15,65712159,0.09149072,0.999998927116394,-8.294241,-0.008613828,0.65608406,10.397841,1.8344314,IGDCC4,N_Shelf
cg14235398,1,220102006,0.091495484,0.999998927116394,-1.2076831,0.013645138,0.34905553,10.343218,1.834401,SLC30A10;RNU5F-1,Island
cg06674089,2,170840216,0.09150043,0.999998927116394,0.870007,0.033417773,0.7164834,-3.1641128,-1.8343695,UBR3,nan
cg13506038,18,10032278,0.09150347,0.999998927116394,-4.8048773,0.0011247399,0.7105103,6.033875,1.8343501,nan,N_Shore
cg12333719,13,27159473,0.09151151,0.999998927116394,1.6049647,-0.006317688,-0.5668228,-4.348715,-1.8342987,WASF3,nan
cg15572689,16,30418663,0.09151282,0.999998927116394,-1.3521266,0.009567276,0.11796329,11.545872,1.8342905,ZNF771,Island
cg24833387,12,102133407,0.091519915,0.999998927116394,-10.416907,0.023294998,0.74350417,10.889485,1.8342452,SYCP3,Island
cg04485911,12,133529500,0.09152625,0.999998927116394,4.3374877,-0.01585984,-0.39368334,-3.315907,-1.8342048,ZNF605,N_Shelf
cg23261280,2,197106919,0.091527894,0.999998927116394,-12.800064,0.041067157,1.2080225,11.656105,1.8341943,HECW2,nan
cg07738664,14,31071558,0.091531396,0.999998927116394,-7.696128,0.02003286,0.6899371,7.845343,1.834172,G2E3,nan
cg09034580,2,111487266,0.09154042,0.999998927116394,5.124104,-0.09495344,-2.2438066,3.5925193,1.8341144,nan,N_Shelf
cg10986220,8,73269982,0.0915465,0.999998927116394,3.6451523,0.00041024986,0.2868071,-6.625252,-1.8340756,nan,nan
cg18150839,2,174990158,0.09155271,0.999998927116394,-8.960098,0.003876673,0.34389874,10.155119,1.834036,OLA1,nan
cg11662242,22,44173445,0.09155528,0.999998927116394,-1.3058298,0.041439947,0.5573872,-3.7321014,-1.8340197,EFCAB6,nan
cg24741148,12,11286360,0.091581665,0.999998927116394,7.1586943,-0.051485315,0.98793906,-6.1656327,-1.8338513,PRR4;TAS2R30;PRH1,nan
cg16604118,12,66047245,0.091590405,0.999998927116394,5.9243555,-0.018560411,-0.357359,-4.841582,-1.8337957,nan,nan
cg17580261,11,76998501,0.09159147,0.999998927116394,5.2746754,-0.06133269,-0.5947544,-1.7411327,-1.8337889,GDPD4,nan
cg06421527,12,12131739,0.09159191,0.999998927116394,-10.40975,0.12267791,0.6942555,5.1111283,1.833786,nan,nan
cg11668057,3,10318027,0.09160862,0.999998927116394,9.278303,0.014235383,0.12038628,-10.469652,-1.8336796,TATDN2,nan
cg16463964,6,37427428,0.09161473,0.999998927116394,-10.13412,0.03769261,1.1393632,9.094383,1.8336406,CMTR1,nan
cg00831770,8,30707156,0.091626115,0.999998927116394,-6.134045,0.043574695,0.46869445,7.3896446,1.833568,TEX15,nan
cg02465264,7,11169878,0.09163666,0.999998927116394,-1.1917193,0.053943314,1.0558724,-2.5594592,-1.8335009,PHF14,nan
cg24376322,10,5992616,0.09164277,0.999998927116394,-2.412868,0.0839622,-0.2814156,-6.0221596,-1.833462,nan,nan
cg00807173,14,73445882,0.09164721,0.999998927116394,9.054744,-0.024280684,-0.5843396,-7.6584816,-1.8334336,ZFYVE1,nan
cg09079607,2,14633441,0.091662094,0.999998927116394,-1.7801124,0.044435047,0.23142564,-2.7037015,-1.8333387,nan,nan
cg14841453,12,55884723,0.09167634,0.999998927116394,1.4851174,-0.06572313,-1.5609133,5.6911025,1.833248,OR6C68,nan
cg11776773,17,61767711,0.091678046,0.999998927116394,17.609901,-0.03622908,-1.0960913,-16.318275,-1.8332372,MAP3K3,nan
cg14451560,9,140499397,0.091713786,0.999998927116394,-0.066102505,-0.0051474464,-0.39986476,11.06144,1.8330096,ARRDC1,N_Shore
cg12496211,12,2193060,0.09172196,0.999998927116394,1.7000861,-0.012777384,-0.09319081,-9.008784,-1.8329575,CACNA1C,nan
cg13887949,19,5721538,0.09172624,0.999998927116394,-10.937212,0.04145758,0.84907985,10.249107,1.8329302,CATSPERD;LONP1,S_Shore
cg14298792,15,30685198,0.09173187,0.999998927116394,10.853717,-0.18089552,-3.0118785,4.7838454,1.8328944,CHRFAM7A,Island
cg07317551,1,40157931,0.091733605,0.999998927116394,-0.5342182,0.004067593,-0.19157068,7.715636,1.8328834,HPCAL4,Island
cg13590558,7,92377776,0.09174501,0.999998927116394,5.4059825,-0.010284808,-0.39433423,-4.974877,-1.8328108,CDK6,nan
cg24900563,11,10320161,0.09175493,0.999998927116394,-0.31159806,0.015332262,2.1774435,-4.491263,-1.8327477,nan,S_Shelf
cg17709076,13,103411826,0.091756195,0.999998927116394,2.496848,0.02137839,0.19773716,-3.949219,-1.8327396,CCDC168,nan
cg07275552,5,83874980,0.09177017,0.999998927116394,0.58493155,0.013611019,0.76728815,-2.364584,-1.8326507,nan,nan
cg25518712,19,58612400,0.09177063,0.999998927116394,-3.019897,0.00672928,0.19975078,4.1754985,1.8326478,ZSCAN18,S_Shelf
cg18640358,3,10063419,0.09178457,0.999998927116394,8.15531,-0.009117837,-0.45368972,-7.8577228,-1.832559,CIDECP,nan
cg12230293,6,143884497,0.09179056,0.999998927116394,-6.7871137,0.043256007,0.9110846,6.8824763,1.832521,LOC285740,nan
cg22325435,6,88053305,0.091795675,0.999998927116394,-5.425359,0.0033046422,0.03813184,6.3881054,1.8324884,C6orf163,nan
cg03707945,12,33787337,0.09179881,0.999998927116394,-1.4626943,0.020541769,-0.03459274,14.748966,1.8324685,nan,nan
cg06624369,9,114800463,0.091804735,0.999998927116394,5.4261703,-0.04334214,-0.82552475,-2.7261865,-1.8324307,MIR3134,nan
cg05294163,6,167346180,0.09181672,0.999998927116394,-12.111729,0.14621857,1.7097644,5.1830897,1.8323545,RNASET2,nan
cg00747650,16,10856534,0.09181834,0.999998927116394,21.224123,-0.076021515,-1.9065545,-17.862097,-1.8323442,NUBP1,nan
cg17186700,1,109204812,0.09182351,0.999998927116394,-9.70716,0.043283366,1.3872195,8.521092,1.8323113,HENMT1,S_Shore
cg19247495,10,98320970,0.091826305,0.999998927116394,-1.5605314,0.07345925,1.7747738,-3.964908,-1.8322935,TM9SF3,nan
cg11999707,1,8267564,0.09184407,0.999998927116394,-9.343878,-0.0060890145,0.28038457,11.0691185,1.8321806,LOC102724539,nan
cg08485427,2,26960023,0.09188167,0.999998927116394,-22.031277,0.28548178,3.4719114,6.1772623,1.8319415,nan,nan
cg24695009,16,55590051,0.09189143,0.999998927116394,-4.1775646,0.017284986,0.5648682,4.0635056,1.8318795,LPCAT2,nan
cg03465280,8,102380960,0.091892146,0.999998927116394,-2.2084646,-0.0461959,-1.1087643,7.3476954,1.831875,NACAP1,nan
cg12177810,22,20137040,0.09189585,0.999998927116394,-0.3717716,0.062438194,1.2693971,-4.8540225,-1.8318514,nan,S_Shelf
cg03024337,3,72372095,0.09189717,0.999998927116394,-4.167207,-0.015415864,-0.04666172,6.477272,1.831843,nan,nan
cg18697160,10,134184523,0.091905296,0.999998927116394,-13.995697,0.07846533,0.9276984,11.59555,1.8317913,LRRC27,nan
cg02638699,2,236038695,0.09191085,0.999998927116394,0.89076895,0.010204126,0.4648625,-1.8725785,-1.8317561,nan,nan
cg18072657,3,145804594,0.09191309,0.999998927116394,-6.68427,0.026699955,0.7010963,5.955657,1.8317418,PLOD2,nan
cg13432799,5,122153864,0.0919402,0.999998927116394,-1.8257759,0.012464216,0.36018604,1.9658183,1.8315696,SNX2,nan
cg22754963,2,168037733,0.091942616,0.999998927116394,3.6651134,-0.03224461,-0.4321958,-4.0438814,-1.8315542,XIRP2,nan
cg20539116,17,2337047,0.091993846,0.999998927116394,12.518966,-0.04823981,-1.0389844,-9.949074,-1.8312289,METTL16,nan
cg27315695,6,38685256,0.09200377,0.999998927116394,-0.8631673,-0.04386246,-0.46923995,9.942232,1.8311658,nan,S_Shore
cg10423607,8,68418480,0.092014745,0.999998927116394,0.7088077,0.0012765395,4.5982885,-7.2860227,-1.8310962,CPA6,nan
cg01700118,15,25245325,0.09201861,0.999998927116394,-1.8441368,0.0024361552,0.32956284,3.9719677,1.8310716,nan,nan
cg13589945,6,155153683,0.0920252,0.999998927116394,6.0702033,-0.01678602,-4.244919,-4.915816,-1.8310298,SCAF8,nan
cg13150233,11,124273507,0.09205716,0.999998927116394,3.9664915,0.026672183,0.47294524,-8.372315,-1.8308269,nan,nan
cg26378136,7,44553196,0.09206928,0.999998927116394,-0.8394772,-0.050781228,-0.889429,6.869602,1.83075,NPC1L1,nan
cg26671936,2,71633509,0.09209059,0.999998927116394,-4.2033668,0.009183771,0.30416587,4.651101,1.8306148,ZNF638,nan
cg16368902,12,336327,0.092093945,0.999998927116394,-6.3063455,-0.03904762,-0.9737537,11.362038,1.8305936,SLC6A13,nan
cg23338650,6,30712303,0.092094906,0.999998927116394,-1.5541127,0.054235965,1.3772643,-13.043203,-1.8305875,IER3,Island
cg17831277,7,131253722,0.09210206,0.999998927116394,-1.274331,0.04403888,0.7941261,-2.0587945,-1.8305421,nan,nan
cg08597142,8,12549925,0.09210634,0.999998927116394,-6.967848,0.0975755,1.2587802,2.6655424,1.8305149,nan,nan
cg07783576,1,174668743,0.09211095,0.999998927116394,0.87024736,0.048032247,0.88472,-4.235261,-1.8304857,RABGAP1L,nan
