motif,NumOfProbes,PercentageOfProbes,lowerOR,upperOR,OR,p.value,FDR,TF family,TF subfamily,TF.family.member,TF.subfamily.member
NFYC_HUMAN.H11MO.0.A,6,0.044444444444444446,0.2853665821873472,1.7719630316123556,0.7920955511253143,0.7082114638538034,0.8391440261532586,Heteromeric CCAAT-binding factors{4.2.1},NF-YC{4.2.1.0.3},NFYA;NFYB;NFYC,NFYC
WT1_HUMAN.H11MO.0.C,40,0.2962962962962963,0.2845995198004911,0.6178674640202715,0.4227463611776531,2.4792069356627e-6,4.119693460242304e-5,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
ZN528_HUMAN.H11MO.0.C,10,0.07407407407407407,0.2841592738236256,1.1544102456093885,0.6071898115130592,0.1398579317016942,0.27229915490405615,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
RXRA_HUMAN.H11MO.1.A,12,0.08888888888888889,0.2840977930112792,1.0228469092150543,0.5648803582498994,0.06703808508301277,0.1556818180692857,RXR-related receptors (NR2){2.1.3},Retinoid X receptors (NR2B){2.1.3.1},HNF4A;HNF4G;NR2C1;NR2C2;NR2E1;NR2E3;NR2F1;NR2F2;NR2F6;RXRA;RXRB;RXRG,RXRA;RXRB;RXRG
ZN263_HUMAN.H11MO.0.A,35,0.25925925925925924,0.28258939557799206,0.6348377036730708,0.4280698065266194,5.6363417227862245e-6,7.623893803979262e-5,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
TBX15_HUMAN.H11MO.0.D,35,0.25925925925925924,0.2802680801536848,0.6296418507790192,0.4245487686009203,5.343321441914696e-6,7.394098281793492e-5,TBX1-related factors{6.5.3},TBX15 (TBX14){6.5.3.0.3},TBX1;TBX10;TBX15;TBX18;TBX20;TBX22,TBX15
ZN281_HUMAN.H11MO.0.A,28,0.2074074074074074,0.2792784003968139,0.6721771008415006,0.4399112068563884,5.1977339154905705e-5,5.272964274793723e-4,More than 3 adjacent zinc finger factors{2.3.3},ZNF148-like factors{2.3.3.13},BCL6;BCL6B;CTCF;CTCFL;FEZF1;FEZF2;GFI1;GFI1B;GLI1;GLI2;GLI3;GLI4;GLIS1;GLIS2;GLIS3;HKR1;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;PLAG1;PLAGL1;PLAGL2;PRDM1;PRDM14;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;SNAI3;WT1;YY1;YY2;ZBTB12;ZBTB14;ZBTB18;ZBTB20;ZBTB26;ZBTB42;ZBTB45;ZBTB47;ZBTB48;ZBTB49;ZBTB6;ZBTB7A;ZBTB7B;ZBTB7C;ZFP14;ZFP2;ZFP28;ZFP30;ZFP37;ZFP42;ZFP64;ZFP69;ZFP69B;ZFP82;ZFP91;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIC5;ZIK1;ZIM3;ZKSCAN1;ZKSCAN2;ZKSCAN3;ZKSCAN4;ZNF121;ZNF124;ZNF133;ZNF136;ZNF138;ZNF14;ZNF140;ZNF143;ZNF146;ZNF148;ZNF155;ZNF157;ZNF160;ZNF169;ZNF175;ZNF177;ZNF18;ZNF180;ZNF181;ZNF2;ZNF20;ZNF212;ZNF213;ZNF214;ZNF221;ZNF222;ZNF223;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF230;ZNF232;ZNF233;ZNF234;ZNF235;ZNF24;ZNF25;ZNF250;ZNF257;ZNF26;ZNF260;ZNF263;ZNF264;ZNF268;ZNF274;ZNF276;ZNF28;ZNF280A;ZNF280B;ZNF280C;ZNF280D;ZNF281;ZNF282;ZNF283;ZNF284;ZNF285;ZNF286A;ZNF286B;ZNF3;ZNF30;ZNF300;ZNF302;ZNF317;ZNF32;ZNF320;ZNF322;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF333;ZNF33A;ZNF33B;ZNF343;ZNF345;ZNF347;ZNF350;ZNF354A;ZNF354B;ZNF362;ZNF366;ZNF383;ZNF384;ZNF394;ZNF397;ZNF398;ZNF404;ZNF41;ZNF410;ZNF419;ZNF420;ZNF431;ZNF432;ZNF436;ZNF439;ZNF44;ZNF440;ZNF442;ZNF443;ZNF446;ZNF449;ZNF45;ZNF460;ZNF468;ZNF479;ZNF484;ZNF490;ZNF500;ZNF502;ZNF524;ZNF525;ZNF528;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF549;ZNF554;ZNF555;ZNF557;ZNF558;ZNF559;ZNF561;ZNF562;ZNF563;ZNF564;ZNF566;ZNF567;ZNF568;ZNF57;ZNF570;ZNF571;ZNF572;ZNF577;ZNF581;ZNF582;ZNF583;ZNF585A;ZNF586;ZNF589;ZNF595;ZNF599;ZNF600;ZNF605;ZNF607;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF619;ZNF620;ZNF621;ZNF625;ZNF627;ZNF649;ZNF652;ZNF653;ZNF665;ZNF667;ZNF669;ZNF670;ZNF672;ZNF679;ZNF680;ZNF683;ZNF689;ZNF692;ZNF701;ZNF705D;ZNF705E;ZNF705G;ZNF708;ZNF709;ZNF71;ZNF710;ZNF713;ZNF721;ZNF727;ZNF729;ZNF736;ZNF75A;ZNF75D;ZNF76;ZNF763;ZNF764;ZNF765;ZNF768;ZNF77;ZNF771;ZNF773;ZNF774;ZNF776;ZNF777;ZNF780A;ZNF780B;ZNF782;ZNF785;ZNF799;ZNF805;ZNF808;ZNF81;ZNF813;ZNF816;ZNF823;ZNF829;ZNF836;ZNF841;ZNF844;ZNF845;ZNF846;ZNF85;ZNF853;ZNF860;ZNF878;ZNF891;ZNF99;ZSCAN16;ZSCAN2;ZSCAN22;ZSCAN23;ZSCAN29;ZSCAN31;ZSCAN32;ZSCAN4;ZSCAN5A;ZSCAN5B;ZSCAN5C;ZSCAN9;ZXDA;ZXDB;ZXDC,ZNF148;ZNF281
ZN554_HUMAN.H11MO.1.D,18,0.13333333333333333,0.2780705226993915,0.8016126906753619,0.4856089758200829,0.002452243569227611,0.011599262526837349,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
ZN335_HUMAN.H11MO.0.A,18,0.13333333333333333,0.2773989334570659,0.79962563098651,0.48441325855661765,0.0024406200128007415,0.011599262526837349,Factors with multiple dispersed zinc fingers{2.3.4},unclassified{2.3.4.0},BCL11A;E4F1;MECOM;HIC1;HIC2;HINFP;IKZF1;INSM1;MAZ;PATZ1;PRDM4;REST;RREB1;SALL4;VEZF1;ZBTB17;ZBTB4;HIVEP1;HIVEP2;ZNF134;ZNF219;ZNF335;ZNF341;ZNF382;ZNF418;ZNF423;ZNF467;ZNF770;ZNF784;ZNF8,E4F1;PRDM4;REST;RREB1;ZBTB17;ZBTB4;ZNF335;ZNF341;ZNF467;ZNF770;ZNF784;ZNF8
PATZ1_HUMAN.H11MO.0.C,39,0.28888888888888886,0.2772546615015829,0.605573351900186,0.41328089619086567,1.5776724169772247e-6,2.9487522774206656e-5,Factors with multiple dispersed zinc fingers{2.3.4},MAZ-like factors{2.3.4.8},BCL11A;BCL11B;BNC1;BNC2;E4F1;HIC1;HIC2;HINFP;HIVEP1;HIVEP2;HIVEP3;IKZF1;IKZF2;IKZF3;IKZF4;IKZF5;INSM1;INSM2;MAZ;MECOM;PATZ1;PRDM16;PRDM4;REST;RLF;RREB1;SALL1;SALL2;SALL3;SALL4;VEZF1;ZBTB1;ZBTB17;ZBTB2;ZBTB25;ZBTB4;ZFAT;ZNF134;ZNF211;ZNF217;ZNF219;ZNF248;ZNF256;ZNF292;ZNF296;ZNF319;ZNF334;ZNF335;ZNF341;ZNF37A;ZNF382;ZNF417;ZNF418;ZNF423;ZNF467;ZNF510;ZNF512;ZNF512B;ZNF516;ZNF518A;ZNF518B;ZNF521;ZNF526;ZNF532;ZNF536;ZNF552;ZNF574;ZNF587;ZNF587B;ZNF592;ZNF639;ZNF654;ZNF658;ZNF671;ZNF687;ZNF711;ZNF717;ZNF770;ZNF772;ZNF784;ZNF786;ZNF792;ZNF8;ZNF814,MAZ;PATZ1;VEZF1
GCM1_HUMAN.H11MO.0.D,9,0.06666666666666667,0.2770557327568024,1.2150387377281628,0.619983746320492,0.20151629441412477,0.34914396178267465,GCM factors{7.2.1},GCMa (GCM1){7.2.1.0.1},GCM1;GCM2,GCM1
KLF9_HUMAN.H11MO.0.C,26,0.1925925925925926,0.2768149234693425,0.6839259067727497,0.44257417892637135,8.927898539915719e-5,8.003964853808163e-4,Three-zinc finger Krüppel-related factors{2.3.1},Krüppel-like factors{2.3.1.2},EGR1;EGR2;EGR3;EGR4;KLF1;KLF10;KLF11;KLF12;KLF13;KLF14;KLF15;KLF16;KLF17;KLF2;KLF3;KLF4;KLF5;KLF6;KLF7;KLF8;KLF9;SP1;SP2;SP3;SP4;SP5;SP6;SP7;SP8;SP9,KLF12;KLF13;KLF14;KLF15;KLF16;KLF1;KLF3;KLF4;KLF5;KLF6;KLF8;KLF9
MXI1_HUMAN.H11MO.0.A,24,0.17777777777777778,0.27581554391252466,0.7022307710115661,0.4485693324986565,1.4961720977443223e-4,0.0011892254508874974,bHLH-ZIP factors{1.2.6},Mad-like factors{1.2.6.7},MAX;MITF;MLX;MLXIP;MLXIPL;MNT;MXD1;MXD3;MXD4;MXI1;MYC;MYCL;MYCN;REPIN1;SREBF1;SREBF2;TFAP4;TFE3;TFEB;TFEC;USF1;USF2,MXI1
SP4_HUMAN.H11MO.1.A,30,0.2222222222222222,0.2755636293392345,0.648184523793528,0.4284361767976955,1.4173322170285686e-5,1.7625211924661717e-4,Three-zinc finger Krüppel-related factors{2.3.1},Sp1-like factors{2.3.1.1},EGR1;EGR2;EGR3;EGR4;KLF1;KLF10;KLF11;KLF12;KLF13;KLF14;KLF15;KLF16;KLF17;KLF2;KLF3;KLF4;KLF5;KLF6;KLF7;KLF8;KLF9;SP1;SP2;SP3;SP4;SP5;SP6;SP7;SP8;SP9,SP1;SP2;SP3;SP4
PAX4_HUMAN.H11MO.0.D,6,0.044444444444444446,0.2750190711088378,1.7076891246688535,0.7633612188509412,0.7096104322630323,0.8391440261532586,Paired plus homeo domain{3.2.1},PAX-4/6{3.2.1.2},PAX3;PAX4;PAX6;PAX7,PAX4;PAX6
TFEB_HUMAN.H11MO.0.C,12,0.08888888888888889,0.2745852638042738,0.9885727857427518,0.5459501224708287,0.041034937088884504,0.10787641495087567,bHLH-ZIP factors{1.2.6},TFE3-like factors{1.2.6.1},MAX;MITF;MLX;MLXIP;MLXIPL;MNT;MXD1;MXD3;MXD4;MXI1;MYC;MYCL;MYCN;REPIN1;SREBF1;SREBF2;TFAP4;TFE3;TFEB;TFEC;USF1;USF2,MITF;TFE3;TFEB
NR1H3_HUMAN.H11MO.1.B,10,0.07407407407407407,0.2741196459242314,1.1136008478383848,0.5857270164206634,0.11154719282606626,0.23057073905870532,Thyroid hormone receptor-related factors (NR1){2.1.2},LXR (NR1H){2.1.2.7},NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;PPARA;PPARD;PPARG;RARA;RARB;RARG;RORA;RORB;RORC;THRA;THRB;VDR,NR1H2;NR1H3;NR1H4
HEN1_HUMAN.H11MO.0.C,20,0.14814814814814814,0.27311066351984925,0.749993563051219,0.46378091691198725,9.240165262617185e-4,0.005200122202538577,Tal-related factors{1.2.3},Tal / HEN-like factors{1.2.3.1},ATOH1;ATOH7;ATOH8;BHLHA15;BHLHA9;BHLHE22;BHLHE23;FERD3L;FIGLA;HAND1;HAND2;LYL1;MESP1;MESP2;MSC;MSGN1;NEUROD1;NEUROD2;NEUROD4;NEUROD6;NEUROG1;NEUROG2;NEUROG3;NHLH1;NHLH2;OLIG1;OLIG2;OLIG3;PTF1A;SCX;TAL1;TAL2;TCF15;TCF21;TCF23;TWIST1;TWIST2,NHLH1;LYL1;TAL1
RARG_HUMAN.H11MO.1.B,12,0.08888888888888889,0.27159937356827735,0.9778149362343774,0.5400108908851953,0.0411357535610343,0.10787641495087567,Thyroid hormone receptor-related factors (NR1){2.1.2},Retinoic acid receptors (NR1B){2.1.2.1},NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;PPARA;PPARD;PPARG;RARA;RARB;RARG;RORA;RORB;RORC;THRA;THRB;VDR,RARA;RARB;RARG
HNF4A_HUMAN.H11MO.0.A,8,0.05925925925925926,0.271114490854582,1.3033848122999574,0.6416599899622448,0.28878879456680007,0.44800032316097155,RXR-related receptors (NR2){2.1.3},HNF-4 (NR2A){2.1.3.2},HNF4A;HNF4G;NR2C1;NR2C2;NR2E1;NR2E3;NR2F1;NR2F2;NR2F6;RXRA;RXRB;RXRG,HNF4A;HNF4G
PPARA_HUMAN.H11MO.1.B,9,0.06666666666666667,0.2710863183159903,1.1888108947685891,0.6066184473110614,0.16125102839634037,0.30030082824535853,Thyroid hormone receptor-related factors (NR1){2.1.2},PPAR (NR1C){2.1.2.5},NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;PPARA;PPARD;PPARG;RARA;RARB;RARG;RORA;RORB;RORC;THRA;THRB;VDR,PPARA;PPARD;PPARG
KLF15_HUMAN.H11MO.0.A,37,0.2740740740740741,0.26930100187526157,0.5960371329572278,0.40450425923371247,1.003933492430889e-6,2.2115220647549013e-5,Three-zinc finger Krüppel-related factors{2.3.1},Krüppel-like factors{2.3.1.2},EGR1;EGR2;EGR3;EGR4;KLF1;KLF10;KLF11;KLF12;KLF13;KLF14;KLF15;KLF16;KLF17;KLF2;KLF3;KLF4;KLF5;KLF6;KLF7;KLF8;KLF9;SP1;SP2;SP3;SP4;SP5;SP6;SP7;SP8;SP9,KLF12;KLF13;KLF14;KLF15;KLF16;KLF1;KLF3;KLF4;KLF5;KLF6;KLF8;KLF9
AP2A_HUMAN.H11MO.0.A,13,0.0962962962962963,0.26853902955794773,0.9208041017831026,0.5187908867910985,0.021415351149507218,0.0652618013291307,AP-2{1.3.1},AP-2alpha{1.3.1.0.1},TFAP2A;TFAP2B;TFAP2C;TFAP2D,TFAP2A
ZN770_HUMAN.H11MO.1.C,25,0.18518518518518517,0.26774538058022523,0.6711107133986746,0.4315753995188483,5.759180379262728e-5,5.766659834300731e-4,Factors with multiple dispersed zinc fingers{2.3.4},unclassified{2.3.4.0},BCL11A;E4F1;MECOM;HIC1;HIC2;HINFP;IKZF1;INSM1;MAZ;PATZ1;PRDM4;REST;RREB1;SALL4;VEZF1;ZBTB17;ZBTB4;HIVEP1;HIVEP2;ZNF134;ZNF219;ZNF335;ZNF341;ZNF382;ZNF418;ZNF423;ZNF467;ZNF770;ZNF784;ZNF8,E4F1;PRDM4;REST;RREB1;ZBTB17;ZBTB4;ZNF335;ZNF341;ZNF467;ZNF770;ZNF784;ZNF8
SMAD1_HUMAN.H11MO.0.D,16,0.11851851851851852,0.2675424760369904,0.8176530618170519,0.48325528268422135,0.004575100670415463,0.019816868634215293,SMAD factors{7.1.1},Regulatory Smads (R-Smad){7.1.1.1},SMAD1;SMAD2;SMAD3;SMAD4;SMAD5;SMAD9,SMAD1;SMAD2;SMAD3
EPAS1_HUMAN.H11MO.0.B,17,0.1259259259259259,0.26590904741515853,0.7880424700229871,0.47181661172434386,0.0021652563832968465,0.010433829197011678,PAS domain factors{1.2.5},Ahr-like factors{1.2.5.1},AHR;AHRR;ARNT;ARNT2;ARNTL;ARNTL2;CLOCK;EPAS1;HIF1A;HIF3A;NCOA1;NCOA2;NCOA3;NPAS1;NPAS2;NPAS3;NPAS4;SIM1;SIM2;SOHLH1;SOHLH2;TCFL5,AHR;EPAS1;HIF1A
HES1_HUMAN.H11MO.0.D,19,0.14074074074074075,0.26552755523999627,0.7462951017465297,0.45697043198290943,8.211420981144838e-4,0.004724631027210948,Hairy-related factors{1.2.4},Hairy-like factors{1.2.4.1},BHLHE40;BHLHE41;HELT;HES1;HES2;HES3;HES4;HES5;HES6;HES7;HEY1;HEY2;HEYL,BHLHE40;BHLHE41;HES1;HES5;HES7;HEY1;HEY2
WT1_HUMAN.H11MO.1.B,21,0.15555555555555556,0.2634958736575602,0.7083719356705391,0.44205498344157323,2.9149388421589975e-4,0.002120205516325082,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
HXA5_HUMAN.H11MO.0.D,5,0.037037037037037035,0.2630798411547517,1.9731351868881928,0.8240179632189872,0.8356612018741926,0.9285953025947186,HOX-related factors{3.1.1},HOX5{3.1.1.5},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,HOXA5
